bnumber	symbol	synonyms	type
b1624	ydgJ	ECK1619	protein-coding
b2679	proX	ECK2673|osrA|proU	protein-coding
b2685	emrA	ECK2679	protein-coding
b2686	emrB	ECK2680	protein-coding
b2687	luxS	ECK2681|ygaG	protein-coding
b2700	pncC	ECK2695|ygaD	protein-coding
b2699	recA	ECK2694|lexB|recH|rnmB|srf|tif|umuB|zab	protein-coding
b2692	argZ	ECK2687|argVgamma	tRNA
b2698	recX	ECK2693|oraA	protein-coding
b2695	serV	ECK2690|supD	tRNA
b3026	qseC	ECK3017|ygiY	protein-coding
b2697	alaS	ECK2692|act|ala-act|lovB	protein-coding
b2696	csrA	ECK2691|zfiA	protein-coding
b0160	dgt	ECK0159|optA	protein-coding
b3401	hslO	ECK3388|yrfI	protein-coding
b1592	clcB	ECK1587|mriT|ynfJ	protein-coding
b1672	ydhW	ECK1668	protein-coding
b2731	fhlA	ECK2726|fhl	protein-coding
b2730	hypE	ECK2725|hydB	protein-coding
b0580	ybdJ	ECK0572	protein-coding
b2701	mltB	ECK2696|slt	protein-coding
b0941	elfG	ECK0932|ycbT	protein-coding
b2709	norR	ECK2704|ygaA	protein-coding
b2732	ygbA	ECK2727	protein-coding
b1778	msrB	ECK1776|yeaA	protein-coding
b2729	hypD	ECK2724|hydF	protein-coding
b2713	hydN	ECK2708	protein-coding
b2719	hycG	ECK2714|hevG	protein-coding
b2728	hypC	ECK2723	protein-coding
b2725	hycA	ECK2720|hevA	protein-coding
b2727	hypB	ECK2722|hydB	protein-coding
b2726	hypA	ECK2721	protein-coding
b2734	pphB	ECK2729|prpB|ygbH	protein-coding
b2738	ygbL	ECK2733	protein-coding
b2814	metZ	ECK2810|metZalpha	tRNA
b2737	ygbK	ECK2732	protein-coding
b2736	ygbJ	ECK2731	protein-coding
b2071	yegJ	ECK2065	protein-coding
b0244	thrW	ECK0245	tRNA
b1913	uvrC	ECK1912	protein-coding
b2735	ygbI	ECK2730	protein-coding
b2867	xdhB	ECK2863|ygeT	protein-coding
b2733	mutS	ECK2728|ant|fdv|plm	protein-coding
b2739	ygbM	ECK2734	protein-coding
b2740	ygbN	ECK2735	protein-coding
b2694	argV	ECK2689|argValpha	tRNA
b2741	rpoS	ECK2736|abrD|appR|csi2|dpeB|katF|nur|otsX|sigS	protein-coding
b2744	umpG	ECK2739|surE|ygbC	protein-coding
b1715	pheM	ECK1713|phtL	protein-coding
b2754	cas2	ECK2749|ygbF	protein-coding
b2745	truD	ECK2740|ygbO	protein-coding
b2753	iap	ECK2748	protein-coding
b0934	ssuC	ECK0925|ycbM	protein-coding
b2752	cysD	ECK2747	protein-coding
b1528	ydeA	ECK1521	protein-coding
b2751	cysN	ECK2746	protein-coding
b0933	ssuB	ECK0924|ycbE	protein-coding
b2750	cysC	ECK2745	protein-coding
b2760	casA	ECK2755|cse1|ygcL	protein-coding
b2759	casB	ECK2754|cse2|ygcK	protein-coding
b2758	casC	ECK2753|cas7|cse4|ygcJ	protein-coding
b2757	casD	ECK2752|cas5e|ygcI	protein-coding
b2756	casE	ECK2751|cas6e|cse3|ygcH	protein-coding
b0742	cpoB	ECK0731|ybgF	protein-coding
b2755	cas1	ECK2750|ygbT	protein-coding
b2761	cas3	ECK2756|ygcB	protein-coding
b2762	cysH	ECK2757	protein-coding
b2763	cysI	ECK2758	protein-coding
b2774	ygcW	ECK2768	protein-coding
b0412	yajI	ECK0406	protein-coding
b2069	yegD	ECK2063	protein-coding
b2308	hisQ	ECK2302	protein-coding
b2771	ygcS	ECK2766	protein-coding
b2764	cysJ	ECK2759	protein-coding
b2770	ygcR	ECK2765	protein-coding
b1418	cybB	ECK1410	protein-coding
b2791	truC	ECK2785|yqcB	protein-coding
b2785	rlmD	ECK2779|rumA|ygcA	protein-coding
b2784	relA	ECK2778|RC	protein-coding
b2783	mazE	ECK2777|chpAI|chpR	protein-coding
b0581	ybdK	ECK0573	protein-coding
b1433	ydcO	ECK1427	protein-coding
b2775	yqcE	ECK2769|yqcF	protein-coding
b3038	ygiC	ECK3029	protein-coding
b2648	pinH	ECK2645|ypjG	pseudo
b1463	nhoA	ECK1457|yddI	protein-coding
b2782	mazF	ECK2776|chpA|chpAK	protein-coding
b0932	pepN	ECK0923	protein-coding
b2781	mazG	ECK2775	protein-coding
b2786	barA	ECK2780|airS	protein-coding
b2798	ygdG	ECK2793|exo|xni	protein-coding
b0489	qmcA	ECK0483|ybbK	protein-coding
b2787	gudD	ECK2781|ygcX	protein-coding
b2975	glcA	ECK2969|yghK	protein-coding
b0859	rlmC	ECK0850|rumB|ybjF	protein-coding
b2788	gudX	ECK2782|ygcY	protein-coding
b2797	sdaB	ECK2792	protein-coding
b1004	wrbA	ECK0995	protein-coding
b2796	sdaC	ECK2791|dcrA	protein-coding
b2789	gudP	ECK2783|gudT|ygcZ	protein-coding
b2795	ppnN	ECK2790|ygdH	protein-coding
b0078	ilvH	ECK0080|brnP	protein-coding
b2749	ygbE	ECK2744	protein-coding
b2072	pphC	ECK2066|yegK	protein-coding
b2794	queF	ECK2789|yqcD	protein-coding
b2793	syd	ECK2788|ydr	protein-coding
b3404	envZ	ECK3391|ompB|perA|tpo	protein-coding
b2799	fucO	ECK2794	protein-coding
b2811	csdE	ECK2807|ygdK	protein-coding
b2810	csdA	ECK2806|ygdJ	protein-coding
b2809	ygdI	ECK2805	protein-coding
b2808	gcvA	ECK2803	protein-coding
b2807	ygdD	ECK2802	protein-coding
b1891	flhC	ECK1892|flaI	protein-coding
b2800	fucA	ECK2795|fucC|prd	protein-coding
b2806	rlmM	ECK2801|ygdE	protein-coding
b2821	ptrA	ECK2817|ptr	protein-coding
b2533	suhB	ECK2530|ssyA	protein-coding
b2820	recB	ECK2816|ior|rorA	protein-coding
b2819	recD	ECK2815|hopE	protein-coding
b0704	ybfC	ECK0692	protein-coding
b2818	argA	Arg1|Arg2|ECK2814	protein-coding
b2484	hyfD	ECK2480	protein-coding
b2812	tcdA	ECK2808|csdL|ygdL	protein-coding
b2815	metW	ECK2811	tRNA
b2817	amiC	ECK2813|ygdN	protein-coding
b2822	recC	ECK2818	protein-coding
b2832	ygdQ	ECK2828	protein-coding
b2620	smpB	ECK2616|smqB	protein-coding
b2257	arnT	ECK2250|pmrK|yfbI	protein-coding
b0320	yahF	ECK0318	protein-coding
b2831	mutH	ECK2827|mutR|prv	protein-coding
b2830	rppH	ECK2826|nudH|ygdP	protein-coding
b2829	ptsP	ECK2825|ygdF|ygdO	protein-coding
b2520	yfhM	ECK2516	protein-coding
b2828	lgt	ECK2824|umpA	protein-coding
b2833	ygdR	ECK2829	protein-coding
b2714	ascG	ECK2709|sac	protein-coding
b2834	tas	ECK2830|ygdS	protein-coding
b1671	ydhX	ECK1667	protein-coding
b2634	yfjR	ECK2630	protein-coding
b2984	yghR	ECK2978	protein-coding
b2839	lysR	ECK2837	protein-coding
b1471	yddK	ECK1465	protein-coding
b2838	lysA	ECK2836	protein-coding
b2837	galR	ECK2835|Rgal	protein-coding
b2836	aas	ECK2832	protein-coding
b0041	fixA	ECK0042|yaaQ	protein-coding
b2835	lplT	ECK2831|ygeD	protein-coding
b0143	pcnB	ECK0142	protein-coding
b2843	kduI	ECK2841|yqeE	protein-coding
b2869	ygeV	ECK2865	protein-coding
b1046	clsC	ECK1032|ymdC	protein-coding
b0878	macA	ECK0869|ybjY	protein-coding
b2842	kduD	ECK2840|ygeC|yqeD	protein-coding
b2844	yqeF	ECK2842	protein-coding
b2859	ygeO	ECK2857	pseudo
b1801	yeaV	ECK1799	protein-coding
b2847	yqeI	ECK2845	protein-coding
b2848	yqeJ	ECK2846	protein-coding
b2849	yqeK	ECK2847	protein-coding
b0480	ushA	ECK0474	protein-coding
b2856	ygeL	ECK2854	pseudo
b1599	mdtI	ECK1594|ydgE	protein-coding
b2507	guaA	ECK2503	protein-coding
b0958	sulA	ECK0949|sfiA|suf	protein-coding
b2853	ygeI	ECK2851	protein-coding
b0317	yahC	ECK0315	protein-coding
b2854	pbl	ECK2852|ygeJ	pseudo
b2855	ygeK	ECK2853	pseudo
b1657	ydhP	ECK1653	protein-coding
b2841	araE	ECK2839	protein-coding
b2864	glyU	ECK2860|suA36|sufD|sumA|sumB|supT	tRNA
b2863	ygeQ	ECK2859	protein-coding
b2862	ygeP	ECK2858	pseudo
b2860	insD4	ECK0358|yi22-4	protein-coding
b2861	insC4	ECK0357|yi21-4	protein-coding
b2840	ygeA	ECK2838	protein-coding
b0290	ecpD	ECK0289|matE|yagW	protein-coding
b2876	yqeC	ECK2872	protein-coding
b0281	intF	ECK0280|yagO	protein-coding
b2865	actS	ECK2861|ygeR	protein-coding
b2979	glcD	ECK2974|gox|yghM	protein-coding
b0653	gltK	ECK0646	protein-coding
b0380	yaiZ	ECK0375	protein-coding
b2877	mocA	ECK2873|ygfJ	protein-coding
b2875	yqeB	ECK2871	protein-coding
b2874	yqeA	ECK2870	protein-coding
b2873	hyuA	ECK2869|ygeZ	protein-coding
b2872	ygeY	ECK2868	protein-coding
b2895	fldB	ECK2890	protein-coding
b2894	xerD	ECK2889|xprB	protein-coding
b2893	dsbC	ECK2888|xprA	protein-coding
b3187	ispB	ECK3176|cel|yhbD	protein-coding
b2543	yphA	ECK2540	protein-coding
b2883	guaD	ECK2879|ygfP	protein-coding
b2892	recJ	ECK2887	protein-coding
b0709	dtpD	ECK0698|ybgH	protein-coding
b2891	prfB	ECK2886|supK	protein-coding
b2068	alkA	ECK2062|aidA	protein-coding
b2890	lysS	ECK2885|asuD|herC	protein-coding
b2902	ygfF	ECK2897|yqfD	protein-coding
b0236	prfH	ECK0237	pseudo
b2253	arnB	ECK2246|pmrH|yfbE	protein-coding
b0312	betB	ECK0310	protein-coding
b1063	yceB	ECK1048	protein-coding
b2901	bglA	ECK2896|bglD|yqfC	protein-coding
b2896	ygfX	ECK2891|cptA	protein-coding
b2900	yqfB	ECK2895	protein-coding
b2899	trhA	ECK2894|yqfA	protein-coding
b2897	sdhE	ECK2892|cptB|ygfY	protein-coding
b2468	aegA	ECK2463|yffG	protein-coding
b2898	ygfZ	ECK2893|yzzW	protein-coding
b2908	pepP	ECK2903	protein-coding
b3634	coaD	ECK3624|kdtB|yicA	protein-coding
b0417	thiL	ECK0411|thiJ	protein-coding
b2907	ubiH	ECK2902|acd|visB	protein-coding
b2906	ubiI	ECK2901|visC	protein-coding
b2905	gcvT	ECK2900	protein-coding
b1041	csgB	ECK1027	protein-coding
b1566	flxA	ECK1560	protein-coding
b2904	gcvH	ECK2899|gcv	protein-coding
b2903	gcvP	ECK2898	protein-coding
b2381	pyrR	ECK2377|ypdB	protein-coding
b2721	hycE	ECK2716|hevE	protein-coding
b0129	yadI	ECK0128|agaX	protein-coding
b2922	yggE	ECK2918	protein-coding
b1346	xisR	ECK1343|ydaQ	protein-coding
b2909	ygfB	ECK2904	protein-coding
b2921	srsR	ECK2917|ygfI	protein-coding
b2920	scpC	ECK2916|ygfH	protein-coding
b2358	yfdO	ECK2352|oweS	protein-coding
b2910	zapA	ECK2905|ygfE	protein-coding
b2911	ssrS	ECK2906|ssr	ncRNA
b2914	rpiA	ECK2910|ygfC	protein-coding
b2919	scpB	ECK2915|ygfG	protein-coding
b0981	etk	ECK0972|yccC	protein-coding
b2930	yggF	ECK2926|yggK	protein-coding
b0282	yagP	ECK0281|b4695|ykgT	protein-coding
b2918	argK	ECK2914|ygfD	protein-coding
b2927	epd	ECK2923|gap2|gapB	protein-coding
b2926	pgk	ECK2922	protein-coding
b2925	fbaA	ECK2921|ald|fba|fda	protein-coding
b2924	mscS	ECK2920|yggB	protein-coding
b1365	ynaK	ECK1363	protein-coding
b2923	argO	ECK2919|yggA	protein-coding
b2928	yggC	ECK2924	protein-coding
b2935	tktA	ECK2930|tkt	protein-coding
b2952	yggT	ECK2947	protein-coding
b1522	dgcF	ECK1515|yneF	protein-coding
b2951	yggS	ECK2946	protein-coding
b2953	yggU	ECK2948	protein-coding
b1111	comR	ECK1097|ycfQ	protein-coding
b0594	entE	ECK0587	protein-coding
b1314	ycjR	ECK1309|dte	protein-coding
b2717	hycI	ECK2712	protein-coding
b2954	rdgB	ECK2949|yggV	protein-coding
b2950	yggR	ECK2945	protein-coding
b2938	speA	ECK2933	protein-coding
b2939	yqgB	ECK2934	protein-coding
b2943	galP	ECK2938|Pgal	protein-coding
b1460	ydcC	ECK1454	protein-coding
b1634	dtpA	ECK1630|tppB|ydgR	protein-coding
b0413	nrdR	ECK0407|ybaD	protein-coding
b2718	hycH	ECK2713|hevH	protein-coding
b2949	yqgF	ECK2944	protein-coding
b1525	sad	ECK1518|yneI	protein-coding
b2217	rcsB	ECK2210	protein-coding
b2948	yqgE	ECK2943	protein-coding
b2944	yggI	ECK2939|sprT	protein-coding
b2220	atoC	ECK2213	protein-coding
b2947	gshB	ECK2942|gsh-II	protein-coding
b2955	hemW	ECK2950|yggW	protein-coding
b2961	mutY	ECK2956|micA	protein-coding
b2960	trmB	ECK2955|trmI|yggH	protein-coding
b2959	yggL	ECK2954	protein-coding
b0697	kdpB	ECK0685|kac	protein-coding
b1544	ydfK	ECK1537	protein-coding
b0699	ybfA	ECK0688	protein-coding
b2958	yggN	ECK2953|ecfF	protein-coding
b2957	ansB	ECK2952	protein-coding
b2956	yggM	ECK2951	protein-coding
b1081	flgJ	ECK1066|flaZ	protein-coding
b2965	speC	ECK2960	protein-coding
b0315	pdeL	ECK0313|yahA	protein-coding
b2716	ascB	ECK2711|sac	protein-coding
b2962	yggX	ECK2957	protein-coding
b2966	yqgA	ECK2961	protein-coding
b2967	pheV	ECK2962|pheC	tRNA
b0074	leuA	ECK0076	protein-coding
b2980	glcC	ECK2975|yghN	protein-coding
b2972	pppA	ECK2967|yghH	protein-coding
b1001	yccE	ECK0992	protein-coding
b2970	yghF	ECK2965|ecfA	protein-coding
b2971	yghG	ECK2966|gspSbeta	protein-coding
b1842	holE	ECK1843	protein-coding
b2989	yghU	ECK2983	protein-coding
b2977	glcG	ECK2971|yghC	protein-coding
b2988	gss	ECK2982|gsp	protein-coding
b2987	pitB	ECK2981	protein-coding
b2985	yghS	ECK2979	protein-coding
b2986	yghT	ECK2980	protein-coding
b3003	yghA	ECK2997	protein-coding
b3002	yqhA	ECK2996	protein-coding
b3001	gpr	ECK2995|mgrA|yghZ	protein-coding
b0107	hofB	ECK0106|hopB	protein-coding
b2038	rfbC	ECK2032|rfbD|rmlC	protein-coding
b2992	hybE	ECK2986	protein-coding
b1616	uidB	ECK1611|gusB|uidP	protein-coding
b2998	yghW	ECK2992	protein-coding
b2801	fucP	ECK2796	protein-coding
b3031	yqiA	ECK3022|yzzI	protein-coding
b1259	yciG	ECK1253	protein-coding
b3009	yghB	ECK3001	protein-coding
b3010	yqhC	ECK3002	protein-coding
b2483	hyfC	ECK2479	protein-coding
b3011	yqhD	ECK3003	protein-coding
b3118	tdcA	ECK3107	protein-coding
b3012	dkgA	ECK3004|yqhE	protein-coding
b3018	plsC	ECK3009|parF	protein-coding
b0642	leuS	ECK0635|syl	protein-coding
b0003	thrB	ECK0003	protein-coding
b3019	parC	ECK3010	protein-coding
b3022	mqsR	ECK3013|ygiU	protein-coding
b3030	parE	ECK3021|nfxD	protein-coding
b0804	ybiX	ECK0793	protein-coding
b1021	pgaD	ECK1011|hmsS|ycdP	protein-coding
b1347	rcbA	ECK1344|ydaC	protein-coding
b3174	leuU	ECK3163	tRNA
b3029	ygiN	ECK3020	protein-coding
b0208	yafC	ECK0208	protein-coding
b0696	kdpC	ECK0684|kac	protein-coding
b1632	rsxE	ECK1628|ydgQ	protein-coding
b0152	fhuD	ECK0151	protein-coding
b0062	araA	ECK0063	protein-coding
b3028	mdaB	ECK3019|mda66	protein-coding
b0310	ykgH	ECK0308	protein-coding
b0476	aes	ECK0470|ybaC	protein-coding
b3032	cpdA	ECK3023|icc	protein-coding
b2982	insH9	ECK0261|trs5-9|yi52_9	protein-coding
b3045	insD5	ECK0358|yi22-5	protein-coding
b3033	yqiB	ECK3024|yzzH	protein-coding
b3034	nudF	ECK3025|aspP|trgB|yqiE	protein-coding
b3044	insC5	ECK0357|yi21-5	protein-coding
b3035	tolC	ECK3026|colE1-i|mtcB|mukA|refI|toc|weeA	protein-coding
b3043	ygiL	ECK3034	protein-coding
b0806	mcbA	ECK0795|ybiM	protein-coding
b3042	ubiK	ECK3033|yqiC	protein-coding
b2221	atoD	ECK2214	protein-coding
b3041	ribB	ECK3032|htrP|luxH|luxH-l	protein-coding
b2777	queE	ECK2771|ygcF	protein-coding
b0333	prpC	ECK0330|yahS|yzzD	protein-coding
b3046	yqiG	ECK3035	pseudo
b3050	yqiJ	ECK3039	protein-coding
b3047	yqiH	ECK3036	protein-coding
b0475	hemH	ECK0469|popA|visA	protein-coding
b3049	glgS	ECK3038|scoR	protein-coding
b1080	flgI	ECK1065|flaM	protein-coding
b3048	yqiI	ECK3037	protein-coding
b2768	ygcP	ECK2763	protein-coding
b3051	yqiK	ECK3040	protein-coding
b0592	fepB	ECK0585	protein-coding
b0555	rrrD	ECK0546|lycV|ybcS	protein-coding
b0606	ahpF	ECK0600	protein-coding
b0216	aspV	ECK0216	tRNA
b0418	pgpA	ECK0412|yajN	protein-coding
b1368	ynaA	ECK1365|tmpR	protein-coding
b3058	folB	ECK3048|ygiG	protein-coding
b0554	essD	ECK0545|vlyS|ybcR	protein-coding
b0610	rnk	ECK0603	protein-coding
b0979	appB	ECK0970|cbdB|cyxB	protein-coding
b3052	hldE	ECK3042|gmhC|rfaE|waaE|yqiF	protein-coding
b1563	relE	ECK1557	protein-coding
b0716	ybgO	ECK0705	protein-coding
b3057	bacA	ECK3047|uppP	protein-coding
b3053	glnE	ECK3043	protein-coding
b3056	cca	ECK3046	protein-coding
b3054	ygiF	ECK3044	protein-coding
b3055	ygiM	ECK3045|ecfG|htrG	protein-coding
b3121	yhaC	ECK3110	protein-coding
b3069	ileX	ECK3059	tRNA
b1643	ydhI	ECK1639	protein-coding
b3068	mug	ECK3058|ygjF	protein-coding
b3059	plsY	ECK3049|ygiH	protein-coding
b3060	ttdR	ECK3050|dan|ygiP	protein-coding
b2641	yfjV	ECK2635|ECK2636|ECK2637|b2639|b2640|ypjL|ypjM	pseudo
b1890	motA	ECK1891|flaJ	protein-coding
b3061	ttdA	ECK3051|ygjA	protein-coding
b0702	ybfB	ECK0690	protein-coding
b3067	rpoD	ECK3057|alt	protein-coding
b3062	ttdB	ECK3052|ygjB	protein-coding
b1412	azoR	ECK1405|acpD	protein-coding
b3066	dnaG	ECK3056|dnaP|parB|sdgA	protein-coding
b2473	ypfH	ECK2469	protein-coding
b1000	cbpA	ECK0991	protein-coding
b0640	holA	ECK0633	protein-coding
b0158	btuF	ECK0157|yadT	protein-coding
b2702	srlA	ECK2697|gutA|sbl|srlA-1	protein-coding
b3063	ttdT	ECK3053|ygjC|ygjE	protein-coding
b3065	rpsU	ECK3055	protein-coding
b3064	tsaD	ECK3054|gcp|ygjD	protein-coding
b3078	ygjI	ECK3068	protein-coding
b2279	nuoK	ECK2273	protein-coding
b3077	ebgC	ECK3067	protein-coding
b3070	nfeF	ECK3060|yqjH	protein-coding
b3076	ebgA	ECK3066	protein-coding
b3071	nfeR	ECK3061|yqjI	protein-coding
b2589	rrlG	ECK2587	rRNA
b3075	ebgR	ECK3065	protein-coding
b2708	gutQ	ECK2703|srlQ	protein-coding
b2454	eutJ	ECK2449|yffW	protein-coding
b3084	rlmG	ECK3074|ygjO	protein-coding
b3172	argG	ECK3161	protein-coding
b3083	higB	ECK3073|ygjN	protein-coding
b1163	bluF	ECK1150|ycgF	protein-coding
b3082	higA	ECK3072|ygjM	protein-coding
b3081	fadH	ECK3071|ygjL	protein-coding
b1389	paaB	ECK1386|ynbF	protein-coding
b3080	ygjK	ECK3070	protein-coding
b3079	ygjJ	ECK3069	protein-coding
b3086	ygjQ	ECK3076	protein-coding
b3092	uxaC	ECK3083|ygjX|ygjY|ygjZ	protein-coding
b3087	ygjR	ECK3077	protein-coding
b3093	exuT	ECK3084	protein-coding
b3094	exuR	ECK3085	protein-coding
b3091	uxaA	ECK3082|ygjW	protein-coding
b3090	ygjV	ECK3081	protein-coding
b3089	sstT	ECK3080|ygjU	protein-coding
b0291	ecpC	ECK0290|matD|yagX	protein-coding
b3088	alx	ECK3079|ygjT	protein-coding
b3101	yqjF	ECK3092	protein-coding
b1194	ycgR	ECK1182	protein-coding
b3100	yqjK	ECK3091	protein-coding
b3099	yqjE	ECK3090	protein-coding
b3104	yhaI	ECK3095	protein-coding
b1531	marA	ECK1524|cfxB|inaR|nfxC|norB|soxQ	protein-coding
b3098	yqjD	ECK3089	protein-coding
b3102	yqjG	ECK3093	protein-coding
b2637	yfjT	ECK2633	protein-coding
b3103	yhaH	ECK3094	protein-coding
b3107	yhaL	ECK3098	protein-coding
b3096	mzrA	ECK3087|ecfM|yqjB	protein-coding
b3106	yhaK	ECK3097	protein-coding
b3105	yhaJ	ECK3096	protein-coding
b3097	yqjC	ECK3088	protein-coding
b3114	tdcE	ECK3103|yhaS	protein-coding
b3113	tdcF	ECK3102|yhaR	protein-coding
b3110	cyuP	ECK3100|dlsT|yhaO	protein-coding
b3116	tdcC	ECK3105	protein-coding
b3126	garL	ECK3114|yhaF	protein-coding
b3125	garR	ECK3113|yhaE	protein-coding
b3124	garK	ECK3112|yhaD	protein-coding
b3117	tdcB	ECK3106|tdc	protein-coding
b3123	rnpB	ECK3111	ncRNA
b3115	tdcD	ECK3104|yhaA	protein-coding
b3131	agaR	ECK3119|yhaW	protein-coding
b3132	kbaZ	ECK3120|agaZ|yhaX	protein-coding
b3130	yhaV	ECK3118	protein-coding
b3129	prlF	ECK3117|prlFA|sohA	protein-coding
b2650	ypjC	ECK2647	protein-coding
b3128	garD	ECK3116|yhaG	protein-coding
b3127	garP	ECK3115|yhaU	protein-coding
b3095	yqjA	ECK3086|ecfL	protein-coding
b3137	kbaY	ECK3125|agaY|kba|yraC	protein-coding
b3136	agaS	ECK3124|yraB	protein-coding
b3135	agaA	ECK3123|yraA	pseudo
b3134	agaW	ECK3122|yhaZ	pseudo
b3133	agaV	ECK3121|yhaY	protein-coding
b3140	agaD	ECK3128|yraF	protein-coding
b3085	ygjP	ECK3075	protein-coding
b3402	yhgE	ECK3389	protein-coding
b3139	agaC	ECK3127|yraE	protein-coding
b3138	agaB	ECK3126|yraD	protein-coding
b3145	yraK	ECK3133	protein-coding
b3250	mreC	ECK3238	protein-coding
b3144	yraJ	ECK3132	protein-coding
b3143	yraI	ECK3131	protein-coding
b3142	yraH	ECK3130	protein-coding
b3150	dolP	ECK3138|ecfH|yraP	protein-coding
b0872	hcr	ECK0863|ybjV	protein-coding
b3149	diaA	ECK3137|yraO	protein-coding
b3148	yraN	ECK3136	protein-coding
b3147	lpoA	ECK3135|yraM	protein-coding
b3146	rsmI	ECK3134|yraL	protein-coding
b3154	yhbP	ECK3142	protein-coding
b3153	yhbO	ECK3141	protein-coding
b3152	yraR	ECK3140	protein-coding
b3151	yraQ	ECK3139	protein-coding
b3157	ubiT	ECK3145|yhbT	protein-coding
b3156	yhbS	ECK3144	protein-coding
b3155	yhbQ	ECK3143	protein-coding
b3164	pnp	ECK3152|bfl	protein-coding
b3163	nlpI	ECK3151|yhbM	protein-coding
b3162	deaD	ECK3150|csdA|mssB|rhlD	protein-coding
b3161	mtr	ECK3149	protein-coding
b0262	afuC	ECK0264|fbpC|yagC	protein-coding
b3160	yhbW	ECK3148	protein-coding
b3171	metY	ECK3160	tRNA
b1779	gapA	ECK1777|gad|gap1	protein-coding
b3170	rimP	ECK3159|yhbC	protein-coding
b0318	yahD	ECK0316	protein-coding
b3169	nusA	ECK3158	protein-coding
b2255	arnA	ECK2248|SAF|pmrI|yfbG	protein-coding
b3168	infB	ECK3157|ssyG	protein-coding
b3167	rbfA	ECK3156|sdr-43|yhbB	protein-coding
b3165	rpsO	ECK3154|secC	protein-coding
b3166	truB	ECK3155|yhbA	protein-coding
b3180	yhbY	ECK3169	protein-coding
b3179	rlmE	ECK3168|ftsJ|mrsF|rrmJ	protein-coding
b3178	ftsH	ECK3167|hflB|mrsC|std|tolZ	protein-coding
b3177	folP	ECK3166|dhpS	protein-coding
b3176	glmM	ECK3165|mrsA|yhbF	protein-coding
b3182	dacB	ECK3171	protein-coding
b3183	obgE	ECK3172|cgtA|obg|yhbZ	protein-coding
b3262	yhdJ	ECK3249	protein-coding
b3181	greA	ECK3170	protein-coding
b3261	fis	ECK3248|nbp	protein-coding
b0264	insB2	ECK0022	protein-coding
b3184	yhbE	ECK3173	protein-coding
b3263	yhdU	ECK3250	protein-coding
b2981	yghO	ECK2976	protein-coding
b3252	csrD	ECK3240|yhdA	protein-coding
b3189	murA	ECK3178|mrbA|murZ	protein-coding
b3264	envR	ECK3251|acrS|yhdK	protein-coding
b3120	yhaB	ECK3109	protein-coding
b3265	acrE	ECK3252|envC	protein-coding
b3260	dusB	ECK3247|yhdG	protein-coding
b3259	prmA	ECK3246|prm-1|yhdI	protein-coding
b0382	iraP	ECK0377|yaiB	protein-coding
b3192	mlaC	ECK3181|yrbC	protein-coding
b3173	yhbX	ECK3162	protein-coding
b3193	mlaD	ECK3182|yrbD	protein-coding
b2490	hyfJ	ECK2486	protein-coding
b3202	rpoN	ECK3191|glnF|ntrA	protein-coding
b2937	speB	ECK2932	protein-coding
b2983	yghQ	ECK2977	protein-coding
b3198	kdsC	ECK3187|yrbI|yrbJ	protein-coding
b3203	hpf	ECK3192|yhbH	protein-coding
b0120	speD	ECK0119	protein-coding
b3175	secG	ECK3164|prlH	protein-coding
b3204	ptsN	ECK3193|rpoP|yhbI	protein-coding
b3199	lptC	ECK3188|yrbK	protein-coding
b3213	gltD	ECK3203|aspB|ossB|psiQ	protein-coding
b3212	gltB	ECK3202|aspB|ossB|psiQ	protein-coding
b3201	lptB	ECK3190|yhbG	protein-coding
b0121	speE	ECK0120	protein-coding
b3205	rapZ	ECK3194|yhbJ	protein-coding
b3208	mtgA	ECK3197|mgt|yrbM	protein-coding
b3195	mlaF	ECK3184|yrbF	protein-coding
b3196	yrbG	ECK3185	protein-coding
b2277	nuoM	ECK2271|nuoA	protein-coding
b3194	mlaE	ECK3183|yrbE	protein-coding
b3211	yhcC	ECK3201	protein-coding
b3197	kdsD	ECK3186|yrbH	protein-coding
b3219	yhcF	ECK3208	protein-coding
b0123	cueO	ECK0122|yacK	protein-coding
b3216	yhcD	ECK3206	protein-coding
b3220	yhcG	ECK3209	protein-coding
b3224	nanT	ECK3213	protein-coding
b3215	yhcA	ECK3205	protein-coding
b3225	nanA	ECK3214	protein-coding
b3218	insH10	ECK0261|trs5-10|yi52_10	protein-coding
b3247	rng	ECK3235|adhR|cafA|yhdF	protein-coding
b3223	nanE	ECK3212|yhcJ	protein-coding
b3214	gltF	ECK3204|ossB	protein-coding
b3240	aaeB	ECK3229|yhcP	protein-coding
b3241	aaeA	ECK3230|yhcQ	protein-coding
b3244	tldD	ECK3233|yhdO	protein-coding
b3221	nanQ	ECK3210|yhcH	protein-coding
b3242	aaeX	ECK3231|yhcR	protein-coding
b3258	panF	ECK3245	protein-coding
b3248	yhdE	ECK3236	protein-coding
b3807	cyaY	ECK3801	protein-coding
b3806	cyaA	ECK3800|cya	protein-coding
b3249	mreD	ECK3237	protein-coding
b3222	nanK	ECK3211|yhcI	protein-coding
b3255	accB	ECK3242|fabE	protein-coding
b3805	hemC	ECK3799|popE	protein-coding
b3243	aaeR	ECK3232|qseA|yhcS	protein-coding
b3256	accC	ECK3243|fabG	protein-coding
b3257	yhdT	ECK3244	protein-coding
b3271	yhdZ	ECK3258	protein-coding
b3270	yhdY	ECK3257	protein-coding
b3269	yhdX	ECK3256	protein-coding
